trial,stimWord,stimColor,condition,leftWord,leftColor,rightWord,rightColor,response,stimImage,leftImage,rightImage
,HAPPY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,26.png,17.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,18.png,27.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,21.png,26.png,25.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,29.png,28.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,21.png,28.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,21.png,20.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,27.png,26.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,19.png,17.png,30.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,20.png,17.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,23.png,32.png,27.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,27.png,18.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,21.png,32.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,18.png,29.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,20.png,29.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,18.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,18.png,29.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,18.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,21.png,27.png,20.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,23.png,30.png,31.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,32.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,22.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,26.png,19.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,17.png,26.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,23.png,22.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,26.png,23.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,23.png,21.png,28.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,21.png,24.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,23.png,22.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,21.png,22.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,29.png,27.png,28.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,29.png,31.png,24.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,23.png,29.png,26.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,28.png,27.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,23.png,25.png,24.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,27.png,30.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,21.png,25.png,24.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,29.png,28.png,17.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,30.png,23.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,19.png,17.png,30.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,19.png,18.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,31.png,30.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,25.png,18.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,24.png,17.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,17.png,27.png,22.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,29.png,25.png,30.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,29.png,24.png,21.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,22.png,23.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,31.png,18.png,25.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,27.png,18.png,23.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,25.png,20.png,27.png
,ANGRY,white,happy,HAPPY,white,ANGRY,white,buttonA,19.png,29.png,26.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,20.png,25.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,19.png,32.png,29.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,32.png,19.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,30.png,23.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,19.png,27.png,32.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,27.png,23.png,22.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,31.png,32.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,28.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,29.png,26.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,31.png,24.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,24.png,27.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,32.png,29.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,26.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,18.png,19.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,25.png,28.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,19.png,32.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,25.png,24.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,25.png,28.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,22.png,31.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,19.png,22.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,25.png,31.png,18.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,27.png,24.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,28.png,23.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,25.png,20.png,23.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,24.png,25.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,21.png,30.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,32.png,29.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,27.png,22.png,31.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,30.png,27.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,25.png,28.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,19.png,23.png,28.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,25.png,28.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,32.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,19.png,24.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,26.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,26.png,29.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,29.png,32.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,28.png,25.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,27.png,30.png,17.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,27.png,18.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,18.png,31.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,21.png,32.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,23.png,30.png,19.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,17.png,19.png,30.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,19.png,22.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,29.png,28.png,27.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,19.png,24.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,21.png,18.png,31.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,28.png,21.png
,ANGRY,white,happy,ANGRY,white,HAPPY,white,buttonB,31.png,30.png,25.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,23.png,22.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,32.png,17.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,21.png,28.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,28.png,19.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,30.png,31.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,21.png,28.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,26.png,27.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,32.png,29.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,21.png,24.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,22.png,29.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,25.png,30.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,32.png,21.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,29.png,26.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,24.png,25.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,17.png,24.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,25.png,26.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,24.png,21.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,30.png,21.png,32.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,30.png,19.png,32.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,28.png,17.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,22.png,19.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,30.png,28.png,23.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,30.png,32.png,29.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,30.png,29.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,21.png,24.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,22.png,17.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,22.png,23.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,29.png,32.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,19.png,22.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,26.png,25.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,26.png,23.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,26.png,29.png,20.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,30.png,23.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,20.png,31.png,32.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,25.png,20.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,29.png,22.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,18.png,31.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,26.png,25.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,29.png,20.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,32.png,17.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,19.png,24.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,21.png,32.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,30.png,20.png,29.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,21.png,30.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,28.png,25.png,24.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,22.png,31.png,28.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,32.png,27.png,20.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,18.png,31.png,30.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,28.png,17.png
,ANGRY,white,angry,HAPPY,white,ANGRY,white,buttonB,24.png,19.png,20.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,29.png,30.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,27.png,32.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,17.png,28.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,26.png,27.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,23.png,30.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,17.png,30.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,31.png,20.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,22.png,25.png,28.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,29.png,24.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,18.png,17.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,27.png,22.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,21.png,30.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,18.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,22.png,30.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,20.png,19.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,26.png,27.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,32.png,27.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,22.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,28.png,30.png,17.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,22.png,27.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,18.png,17.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,27.png,32.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,20.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,28.png,31.png,22.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,26.png,19.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,24.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,25.png,26.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,26.png,18.png,19.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,26.png,23.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,29.png,30.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,24.png,25.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,28.png,20.png,25.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,20.png,21.png,24.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,32.png,17.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,22.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,22.png,29.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,23.png,22.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,22.png,29.png,26.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,25.png,32.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,32.png,27.png,24.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,18.png,30.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,32.png,26.png,21.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,32.png,29.png,22.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,32.png,31.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,24.png,30.png,23.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,28.png,17.png,32.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,28.png,19.png,32.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,22.png,21.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,22.png,26.png,23.png
,ANGRY,white,angry,ANGRY,white,HAPPY,white,buttonA,30.png,19.png,28.png
